propertyTaskProcedureId,propertyTaskProcedureId,propertyTaskId,proceduresId,sequenceOrder
32680,32680,12728,132,3
32681,32681,12728,127,4
32682,32682,12728,74,5
32683,32683,12729,55,1
32684,32684,12729,47,2
32685,32685,12729,127,3
32686,32686,12729,74,4
32687,32687,12730,55,1
32688,32688,12730,47,2
32689,32689,12730,132,3
32690,32690,12730,127,4
32691,32691,12730,74,5
32692,32692,12731,55,1
32693,32693,12731,47,2
32694,32694,12731,127,3
32695,32695,12731,74,4
32696,32696,12732,55,1
32697,32697,12732,47,2
32698,32698,12732,132,3
32699,32699,12732,127,4
32700,32700,12732,74,5
32701,32701,12733,55,1
32703,32703,12733,47,2
32702,32702,12733,127,3
32704,32704,12733,74,4
32705,32705,12734,55,1
32706,32706,12734,47,2
32707,32707,12734,132,3
32708,32708,12734,127,4
32709,32709,12734,74,5
32710,32710,12735,55,1
32711,32711,12735,47,2
32712,32712,12735,127,3
32713,32713,12735,74,4
32714,32714,12736,55,1
32715,32715,12736,47,2
32716,32716,12736,132,3
32717,32717,12736,127,4
32718,32718,12736,74,5
32719,32719,12737,55,1
32720,32720,12737,47,2
32721,32721,12737,127,3
32722,32722,12737,74,4
32723,32723,12738,55,1
32724,32724,12738,47,2
32725,32725,12738,132,3
32726,32726,12738,127,4
32727,32727,12738,74,5
32729,32729,12739,55,1
32728,32728,12739,47,2
32730,32730,12739,127,3
32731,32731,12739,74,4
32732,32732,12740,55,1
32735,32735,12740,47,2
32733,32733,12740,132,3
32734,32734,12740,127,4
32736,32736,12740,74,5
32737,32737,12741,208,1
32738,32738,12742,52,1
32739,32739,12742,184,2
32740,32740,12742,127,3
32741,32741,12742,113,4
32742,32742,12742,127,5
32743,32743,12742,151,6
32744,32744,12743,52,1
32745,32745,12743,184,2
32746,32746,12743,127,3
32747,32747,12743,113,4
32748,32748,12743,127,5
32749,32749,12743,189,6
32750,32750,12744,127,1
32751,32751,12744,58,2
32752,32752,12745,58,1
32753,32753,12746,128,1
32754,32754,12747,145,1
32755,32755,12748,140,1
32756,32756,12749,58,1
32758,32758,12750,83,1
32757,32757,12750,52,2
32759,32759,12750,184,3
32760,32760,12750,218,4
32761,32761,12750,113,5
32762,32762,12750,218,6
32763,32763,12751,49,1
32764,32764,12751,113,2
32765,32765,12751,127,3
32766,32766,12751,48,4
32767,32767,12752,49,1
32768,32768,12752,113,2
32769,32769,12752,127,3
32770,32770,12752,48,4
32772,32772,12753,83,1
32771,32771,12753,52,2
32773,32773,12753,184,3
32774,32774,12753,218,4
32775,32775,12753,113,5
32776,32776,12753,218,6
32777,32777,12754,58,1
32778,32778,12755,58,1
32779,32779,12756,58,1
32780,32780,12757,58,1
32781,32781,12758,58,1
32782,32782,12759,58,1
32783,32783,12760,83,1
32784,32784,12761,49,1
32785,32785,12761,74,2
32786,32786,12761,113,3
32787,32787,12762,148,1
32788,32788,12763,49,1
32789,32789,12763,113,2
32790,32790,12764,127,1
32791,32791,12764,62,2
32792,32792,12764,49,3
32793,32793,12764,170,4
32794,32794,12765,52,1
32795,32795,12765,47,2
32796,32796,12765,127,3
32797,32797,12765,77,4
32798,32798,12766,52,1
32799,32799,12766,47,2
32800,32800,12766,127,3
32801,32801,12766,77,4
32803,32803,12767,52,1
32802,32802,12767,47,2
32805,32805,12767,127,3
32804,32804,12767,77,4
32806,32806,12768,52,1
32807,32807,12768,47,2
32808,32808,12768,127,3
32809,32809,12768,77,4
32810,32810,12769,55,1
32811,32811,12769,47,2
32812,32812,12769,127,3
32813,32813,12769,125,4
32815,32815,12770,55,1
32814,32814,12770,47,2
32816,32816,12770,127,3
32817,32817,12770,125,4
32818,32818,12771,55,1
32819,32819,12771,47,2
32820,32820,12771,127,3
32821,32821,12771,125,4
32823,32823,12772,55,1
32822,32822,12772,47,2
32824,32824,12772,127,3
32825,32825,12772,125,4
32826,32826,12773,55,1
32827,32827,12773,47,2
32828,32828,12773,127,3
32829,32829,12773,125,4
32830,32830,12774,52,1
32831,32831,12774,113,2
32832,32832,12774,127,3
32833,32833,12774,79,4
32834,32834,12775,52,1
32835,32835,12775,113,2
32836,32836,12775,127,3
32837,32837,12775,79,4
32838,32838,12776,52,1
32839,32839,12776,113,2
32840,32840,12776,127,3
32841,32841,12776,79,4
32842,32842,12777,52,1
32843,32843,12777,113,2
32844,32844,12777,127,3
32845,32845,12777,79,4
32846,32846,12778,55,1
32847,32847,12778,47,2
32848,32848,12778,127,3
32849,32849,12778,125,4
32850,32850,12779,55,1
32851,32851,12779,47,2
32852,32852,12779,127,3
32853,32853,12779,125,4
32857,32857,12780,55,1
32854,32854,12780,47,2
32855,32855,12780,127,3
32856,32856,12780,125,4
32858,32858,12781,128,1
32859,32859,12782,145,1
32860,32860,12783,140,1
32861,32861,12784,58,1
32862,32862,12785,58,1
32863,32863,12786,58,1
32864,32864,12787,52,1
32865,32865,12787,113,2
32866,32866,12787,127,3
32867,32867,12787,63,4
32868,32868,12788,52,1
32869,32869,12788,113,2
32870,32870,12788,127,3
32871,32871,12788,63,4
32873,32873,12789,52,1
32874,32874,12789,113,2
32872,32872,12789,127,3
32875,32875,12789,77,4
32876,32876,12790,52,1
32877,32877,12790,113,2
32878,32878,12790,127,3
32879,32879,12790,77,4
32880,32880,12791,52,1
32882,32882,12791,113,2
32881,32881,12791,127,3
32883,32883,12791,48,4
32884,32884,12792,52,1
32885,32885,12792,113,2
32886,32886,12792,127,3
32887,32887,12792,48,4
32888,32888,12793,52,1
32889,32889,12793,184,2
32890,32890,12793,127,3
32891,32891,12793,113,4
32892,32892,12793,127,5
32893,32893,12793,189,6
32894,32894,12794,52,1
32895,32895,12794,184,2
32896,32896,12794,127,3
32897,32897,12794,113,4
32898,32898,12794,127,5
32899,32899,12794,189,6
32900,32900,12795,52,1
32901,32901,12795,113,2
32902,32902,12795,127,3
32903,32903,12795,62,4
32904,32904,12796,52,1
32905,32905,12796,113,2
32907,32907,12796,127,3
32906,32906,12796,62,4
32908,32908,12797,46,1
32909,32909,12797,184,2
32910,32910,12797,127,3
32911,32911,12797,171,4
32912,32912,12797,127,5
32913,32913,12797,77,6
32914,32914,12798,46,1
32915,32915,12798,184,2
32916,32916,12798,127,3
32917,32917,12798,171,4
32918,32918,12798,127,5
32919,32919,12798,77,6
32920,32920,12799,46,1
32921,32921,12799,184,2
32922,32922,12799,127,3
32923,32923,12799,171,4
32924,32924,12799,127,5
32925,32925,12799,77,6
32926,32926,12800,46,1
32927,32927,12800,184,2
32928,32928,12800,127,3
32929,32929,12800,171,4
32930,32930,12800,127,5
32931,32931,12800,77,6
32932,32932,12801,177,1
32933,32933,12801,171,2
32934,32934,12801,127,3
32935,32935,12801,63,4
32936,32936,12802,174,1
32937,32937,12803,174,1
32938,32938,12804,177,1
32939,32939,12804,171,2
32940,32940,12804,127,3
32941,32941,12804,63,4
32942,32942,12805,177,1
32943,32943,12805,171,2
32944,32944,12805,127,3
32945,32945,12805,63,4
32946,32946,12806,66,1
32947,32947,12807,177,1
32948,32948,12807,171,2
32949,32949,12807,127,3
32950,32950,12807,182,4
32951,32951,12808,177,1
32952,32952,12808,171,2
32953,32953,12808,127,3
32954,32954,12808,182,4
32955,32955,12809,174,1
32956,32956,12810,174,1
32957,32957,12811,66,1
32958,32958,12812,66,1
32959,32959,12813,66,1
32960,32960,12814,176,1
32961,32961,12816,176,1
32962,32962,12818,52,1
32963,32963,12818,184,2
32964,32964,12818,127,3
32965,32965,12818,113,4
32966,32966,12818,127,5
32967,32967,12818,48,6
32968,32968,12819,52,1
32969,32969,12819,184,2
32970,32970,12819,127,3
32971,32971,12819,113,4
32972,32972,12819,127,5
32973,32973,12819,48,6
32974,32974,12820,52,1
32975,32975,12820,184,2
32976,32976,12820,127,3
32977,32977,12820,113,4
32978,32978,12820,127,5
32979,32979,12820,48,6
32980,32980,12821,52,1
32981,32981,12821,184,2
32982,32982,12821,127,3
32983,32983,12821,113,4
32984,32984,12821,127,5
32985,32985,12821,48,6
32986,32986,12822,52,1
32987,32987,12822,184,2
32988,32988,12822,127,3
32989,32989,12822,113,4
32990,32990,12822,127,5
32991,32991,12822,48,6
32992,32992,12823,52,1
32993,32993,12823,184,2
32994,32994,12823,127,3
32995,32995,12823,113,4
32996,32996,12823,127,5
32997,32997,12823,48,6
32998,32998,12824,58,1
32999,32999,12825,55,1
33001,33001,12825,47,2
33000,33000,12825,127,3
33002,33002,12825,125,4
33003,33003,12826,55,1
33004,33004,12826,47,2
33005,33005,12826,127,3
33006,33006,12826,125,4
33007,33007,12827,55,1
33008,33008,12827,47,2
33009,33009,12827,127,3
33010,33010,12827,125,4
33011,33011,12828,55,1
33012,33012,12828,47,2
33014,33014,12828,127,3
33013,33013,12828,125,4
33015,33015,12829,55,1
33016,33016,12829,47,2
33017,33017,12829,127,3
33018,33018,12829,125,4
33019,33019,12830,52,1
33020,33020,12830,47,2
33021,33021,12830,127,3
33022,33022,12830,125,4
33023,33023,12831,52,1
33024,33024,12831,47,2
33025,33025,12831,127,3
33026,33026,12831,125,4
33027,33027,12832,52,1
33028,33028,12832,47,2
33029,33029,12832,127,3
33030,33030,12832,50,4
33031,33031,12833,52,1
33032,33032,12833,47,2
33033,33033,12833,127,3
33034,33034,12833,50,4
33035,33035,12834,46,1
33036,33036,12834,184,2
33037,33037,12834,127,3
33038,33038,12834,171,4
33039,33039,12834,127,5
33040,33040,12834,85,6
33041,33041,12835,46,1
33042,33042,12835,184,2
33043,33043,12835,127,3
33044,33044,12835,171,4
33045,33045,12835,127,5
33046,33046,12835,85,6
33047,33047,12836,46,1
33048,33048,12836,184,2
33049,33049,12836,127,3
33050,33050,12836,171,4
33051,33051,12836,127,5
33052,33052,12836,85,6
33053,33053,12837,46,1
33054,33054,12837,184,2
33055,33055,12837,127,3
33056,33056,12837,113,4
33057,33057,12837,127,5
33058,33058,12837,85,6
33059,33059,12838,46,1
33060,33060,12838,184,2
33061,33061,12838,127,3
33062,33062,12838,113,4
33063,33063,12838,127,5
33064,33064,12838,85,6
33065,33065,12839,46,1
33066,33066,12839,184,2
33067,33067,12839,127,3
33068,33068,12839,171,4
33069,33069,12839,127,5
33070,33070,12839,56,6
33071,33071,12840,46,1
33072,33072,12840,184,2
33073,33073,12840,127,3
33074,33074,12840,171,4
33075,33075,12840,127,5
33076,33076,12840,56,6
33077,33077,12841,46,1
33078,33078,12841,184,2
33079,33079,12841,127,3
33080,33080,12841,171,4
33081,33081,12841,127,5
33082,33082,12841,56,6
33083,33083,12842,46,1
33085,33085,12842,184,2
33084,33084,12842,127,3
33086,33086,12842,113,4
33087,33087,12842,127,5
33088,33088,12842,56,6
33089,33089,12843,46,1
33090,33090,12843,184,2
33091,33091,12843,127,3
33092,33092,12843,113,4
33093,33093,12843,127,5
33094,33094,12843,56,6
33095,33095,12844,46,1
33096,33096,12844,184,2
33097,33097,12844,127,3
33098,33098,12844,171,4
33099,33099,12844,127,5
33100,33100,12844,50,6
33101,33101,12845,46,1
33102,33102,12845,184,2
33103,33103,12845,127,3
33104,33104,12845,171,4
33105,33105,12845,127,5
33106,33106,12845,50,6
33107,33107,12846,46,1
33108,33108,12846,184,2
33109,33109,12846,127,3
33110,33110,12846,171,4
33111,33111,12846,127,5
33112,33112,12846,50,6
33113,33113,12847,46,1
33114,33114,12847,184,2
33115,33115,12847,127,3
33116,33116,12847,171,4
33117,33117,12847,127,5
33118,33118,12847,50,6
33119,33119,12848,46,1
33120,33120,12848,184,2
33122,33122,12848,127,3
33121,33121,12848,113,4
33123,33123,12848,127,5
33124,33124,12848,50,6
33125,33125,12849,46,1
33126,33126,12849,184,2
33127,33127,12849,127,3
33128,33128,12849,113,4
33129,33129,12849,127,5
33130,33130,12849,50,6
33131,33131,12850,46,1
33132,33132,12850,184,2
33133,33133,12850,127,3
33134,33134,12850,113,4
33135,33135,12850,127,5
33136,33136,12850,125,6
33137,33137,12851,46,1
33138,33138,12851,184,2
33139,33139,12851,127,3
33140,33140,12851,113,4
33141,33141,12851,127,5
33142,33142,12851,125,6
33143,33143,12852,46,1
33144,33144,12852,184,2
33145,33145,12852,127,3
33146,33146,12852,171,4
33147,33147,12852,127,5
33148,33148,12852,125,6
33149,33149,12853,46,1
33150,33150,12853,184,2
33151,33151,12853,127,3
33153,33153,12853,171,4
33152,33152,12853,127,5
33154,33154,12853,125,6
33155,33155,12854,46,1
33156,33156,12854,184,2
33157,33157,12854,127,3
33158,33158,12854,171,4
33159,33159,12854,127,5
33160,33160,12854,125,6
33162,33162,12855,52,1
33161,33161,12855,127,2
33163,33163,12855,184,3
33164,33164,12855,127,4
33165,33165,12855,156,5
33167,33167,12855,127,6
33166,33166,12855,204,7
33168,33168,12856,52,1
33169,33169,12856,127,2
33171,33171,12856,184,3
33170,33170,12856,127,4
33172,33172,12856,156,5
33173,33173,12856,127,6
33174,33174,12856,222,7
33175,33175,12857,52,1
33176,33176,12857,47,2
33178,33178,12857,127,3
33177,33177,12857,77,4
33179,33179,12858,46,1
33180,33180,12858,184,2
33182,33182,12858,127,3
33181,33181,12858,171,4
33183,33183,12858,127,5
33184,33184,12858,77,6
33185,33185,12859,46,1
33186,33186,12859,184,2
33187,33187,12859,127,3
33188,33188,12859,171,4
33189,33189,12859,127,5
33190,33190,12859,77,6
33191,33191,12860,58,1
33192,33192,12861,128,1
33193,33193,12862,145,1
33194,33194,12863,140,1
33195,33195,12864,58,1
33196,33196,12865,128,1
33197,33197,12866,46,1
33198,33198,12866,184,2
33199,33199,12866,127,3
33200,33200,12866,113,4
33201,33201,12866,127,5
33202,33202,12866,85,6
33204,33204,12867,46,1
33203,33203,12867,184,2
33205,33205,12867,127,3
33206,33206,12867,171,4
33207,33207,12867,127,5
33208,33208,12867,85,6
33209,33209,12868,46,1
33211,33211,12868,184,2
33210,33210,12868,127,3
33212,33212,12868,113,4
33213,33213,12868,127,5
33214,33214,12868,56,6
33215,33215,12869,46,1
33216,33216,12869,184,2
33217,33217,12869,127,3
33218,33218,12869,171,4
33219,33219,12869,127,5
33220,33220,12869,56,6
33221,33221,12870,46,1
33222,33222,12870,184,2
33223,33223,12870,127,3
33224,33224,12870,113,4
33225,33225,12870,127,5
33226,33226,12870,50,6
33227,33227,12871,46,1
33228,33228,12871,184,2
33229,33229,12871,127,3
33230,33230,12871,171,4
33231,33231,12871,127,5
33232,33232,12871,50,6
33233,33233,12872,46,1
33234,33234,12872,184,2
33235,33235,12872,127,3
33236,33236,12872,113,4
33237,33237,12872,127,5
33238,33238,12872,125,6
33239,33239,12873,46,1
33240,33240,12873,184,2
33242,33242,12873,127,3
33241,33241,12873,171,4
33243,33243,12873,127,5
33244,33244,12873,125,6
33245,33245,12874,46,1
33246,33246,12874,184,2
33247,33247,12874,127,3
33248,33248,12874,113,4
33249,33249,12874,127,5
33250,33250,12874,85,6
33252,33252,12875,46,1
33251,33251,12875,184,2
33254,33254,12875,127,3
33253,33253,12875,113,4
33255,33255,12875,127,5
33256,33256,12875,85,6
33257,33257,12876,46,1
33258,33258,12876,184,2
33259,33259,12876,127,3
33260,33260,12876,171,4
33261,33261,12876,127,5
33262,33262,12876,85,6
33263,33263,12877,46,1
33264,33264,12877,184,2
33266,33266,12877,127,3
33265,33265,12877,171,4
33267,33267,12877,127,5
33268,33268,12877,85,6
33269,33269,12878,46,1
33270,33270,12878,184,2
33271,33271,12878,127,3
33272,33272,12878,113,4
33273,33273,12878,127,5
33274,33274,12878,56,6
33275,33275,12879,46,1
33276,33276,12879,184,2
33277,33277,12879,127,3
33278,33278,12879,171,4
33279,33279,12879,127,5
33280,33280,12879,56,6
33281,33281,12880,46,1
33282,33282,12880,184,2
33283,33283,12880,127,3
33284,33284,12880,113,4
33285,33285,12880,127,5
33286,33286,12880,56,6
33287,33287,12881,46,1
33288,33288,12881,184,2
33289,33289,12881,127,3
33290,33290,12881,171,4
33291,33291,12881,127,5
33292,33292,12881,56,6
33293,33293,12882,46,1
33294,33294,12882,184,2
33295,33295,12882,127,3
33296,33296,12882,113,4
33297,33297,12882,127,5
33298,33298,12882,50,6
33299,33299,12883,46,1
33300,33300,12883,184,2
33301,33301,12883,127,3
33302,33302,12883,113,4
33303,33303,12883,127,5
33304,33304,12883,50,6
33305,33305,12884,46,1
33306,33306,12884,184,2
33307,33307,12884,127,3
33308,33308,12884,171,4
33309,33309,12884,127,5
33310,33310,12884,50,6
33311,33311,12885,46,1
33312,33312,12885,184,2
33313,33313,12885,127,3
33314,33314,12885,171,4
33315,33315,12885,127,5
33316,33316,12885,50,6
33317,33317,12886,46,1
33318,33318,12886,184,2
33319,33319,12886,127,3
33320,33320,12886,113,4
33321,33321,12886,127,5
33322,33322,12886,125,6
33323,33323,12887,46,1
33324,33324,12887,184,2
33325,33325,12887,127,3
33326,33326,12887,113,4
33327,33327,12887,127,5
33328,33328,12887,125,6
33329,33329,12888,46,1
33330,33330,12888,184,2
33332,33332,12888,127,3
33331,33331,12888,171,4
33333,33333,12888,127,5
33334,33334,12888,125,6
33335,33335,12889,46,1
33336,33336,12889,184,2
33337,33337,12889,127,3
33338,33338,12889,171,4
33339,33339,12889,127,5
33340,33340,12889,125,6
33341,33341,12890,58,1
33342,33342,12891,140,1
33343,33343,12892,52,1
33344,33344,12892,113,2
33345,33345,12892,127,3
33346,33346,12892,62,4
33347,33347,12893,52,1
33348,33348,12893,113,2
33349,33349,12894,169,1
33350,33350,12894,166,2
33351,33351,12894,167,3
33352,33352,12895,145,1
33353,33353,12895,166,2
33354,33354,12895,167,3
33355,33355,12896,58,1
33356,33356,12897,52,1
33357,33357,12897,184,2
33358,33358,12897,127,3
33359,33359,12897,113,4
33360,33360,12897,127,5
33361,33361,12897,216,6
33362,33362,12898,140,1
33363,33363,12899,169,1
33364,33364,12899,166,2
33365,33365,12899,167,3
33366,33366,12900,145,1
33367,33367,12900,166,2
33368,33368,12900,167,3
33369,33369,12901,52,1
33370,33370,12901,184,2
33371,33371,12901,127,3
33372,33372,12901,113,4
33373,33373,12901,127,5
33374,33374,12902,154,1
33375,33375,12903,58,1
33376,33376,12904,58,1
33377,33377,12905,58,1
33378,33378,12906,128,1
33380,33380,12907,46,1
33379,33379,12907,184,2
33381,33381,12907,127,3
33382,33382,12907,124,4
33383,33383,12907,127,5
33384,33384,12907,85,6
33385,33385,12908,46,1
33388,33388,12908,184,2
33387,33387,12908,127,3
33386,33386,12908,124,4
33389,33389,12908,127,5
33390,33390,12908,85,6
33391,33391,12909,46,1
33392,33392,12909,184,2
33393,33393,12909,127,3
33394,33394,12909,124,4
33395,33395,12909,127,5
33396,33396,12909,56,6
33397,33397,12910,46,1
33398,33398,12910,184,2
33399,33399,12910,127,3
33400,33400,12910,124,4
33401,33401,12910,127,5
33402,33402,12910,56,6
33403,33403,12911,128,1
33404,33404,12912,145,1
33405,33405,12913,140,1
33406,33406,12914,58,1
33407,33407,12915,46,1
33408,33408,12915,184,2
33409,33409,12915,127,3
33410,33410,12915,124,4
33411,33411,12915,127,5
33412,33412,12915,50,6
33413,33413,12916,46,1
33414,33414,12916,184,2
33415,33415,12916,127,3
33417,33417,12916,124,4
33416,33416,12916,127,5
33418,33418,12916,50,6
33419,33419,12917,52,1
33420,33420,12917,47,2
33421,33421,12917,127,3
33422,33422,12917,77,4
33423,33423,12918,52,1
33424,33424,12918,47,2
33425,33425,12918,127,3
33426,33426,12918,77,4
33427,33427,12919,58,1
33428,33428,12920,58,1
33429,33429,12921,52,1
33430,33430,12921,47,2
33431,33431,12921,127,3
33432,33432,12921,50,4
33433,33433,12922,52,1
33434,33434,12922,47,2
33435,33435,12922,127,3
33436,33436,12922,125,4
33437,33437,12923,55,1
33439,33439,12923,47,2
33438,33438,12923,127,3
33440,33440,12923,125,4
33441,33441,12924,55,1
33442,33442,12924,47,2
33443,33443,12924,127,3
33444,33444,12924,125,4
33445,33445,12925,55,1
33446,33446,12925,47,2
33447,33447,12925,127,3
33448,33448,12925,125,4
33451,33451,12926,55,1
33449,33449,12926,47,2
33450,33450,12926,127,3
33452,33452,12926,125,4
33453,33453,12927,55,1
33456,33456,12927,47,2
33454,33454,12927,127,3
33455,33455,12927,125,4
33457,33457,12928,52,1
33458,33458,12928,184,2
33459,33459,12928,127,3
33460,33460,12928,113,4
33461,33461,12928,127,5
33462,33462,12928,48,6
33463,33463,12929,52,1
33464,33464,12929,184,2
33465,33465,12929,127,3
33466,33466,12929,113,4
33467,33467,12929,127,5
33468,33468,12929,48,6
33469,33469,12930,58,1
33470,33470,12931,52,1
33471,33471,12931,184,2
33472,33472,12931,127,3
33473,33473,12931,113,4
33474,33474,12931,127,5
33475,33475,12931,48,6
33476,33476,12932,52,1
33477,33477,12932,184,2
33478,33478,12932,127,3
33479,33479,12932,113,4
33480,33480,12932,127,5
33481,33481,12932,48,6
33482,33482,12933,52,1
33483,33483,12933,184,2
33484,33484,12933,127,3
33485,33485,12933,113,4
33486,33486,12933,127,5
33487,33487,12933,48,6
33488,33488,12934,46,1
33489,33489,12934,184,2
33491,33491,12934,127,3
33490,33490,12934,113,4
33492,33492,12934,127,5
33493,33493,12934,85,6
33494,33494,12935,46,1
33495,33495,12935,184,2
33496,33496,12935,127,3
33497,33497,12935,113,4
33498,33498,12935,127,5
33499,33499,12935,85,6
33501,33501,12936,46,1
33500,33500,12936,184,2
33502,33502,12936,127,3
33503,33503,12936,113,4
33504,33504,12936,127,5
33505,33505,12936,85,6
33506,33506,12937,46,1
33507,33507,12937,184,2
33508,33508,12937,127,3
33509,33509,12937,113,4
33510,33510,12937,127,5
33511,33511,12937,85,6
33512,33512,12938,46,1
33513,33513,12938,184,2
33514,33514,12938,127,3
33515,33515,12938,113,4
33517,33517,12938,127,5
33516,33516,12938,85,6
33518,33518,12939,46,1
33519,33519,12939,184,2
33520,33520,12939,127,3
33521,33521,12939,113,4
33522,33522,12939,127,5
33523,33523,12939,85,6
33524,33524,12940,46,1
33525,33525,12940,184,2
33526,33526,12940,127,3
33527,33527,12940,113,4
33528,33528,12940,127,5
33529,33529,12940,85,6
33530,33530,12941,46,1
33531,33531,12941,184,2
33532,33532,12941,127,3
33533,33533,12941,171,4
33534,33534,12941,127,5
33535,33535,12941,85,6
33536,33536,12942,46,1
33537,33537,12942,184,2
33538,33538,12942,127,3
33539,33539,12942,171,4
33540,33540,12942,127,5
33541,33541,12942,85,6
33542,33542,12943,46,1
33545,33545,12943,184,2
33543,33543,12943,127,3
33544,33544,12943,171,4
33546,33546,12943,127,5
33547,33547,12943,85,6
33548,33548,12944,46,1
33549,33549,12944,184,2
33550,33550,12944,127,3
33551,33551,12944,171,4
33552,33552,12944,127,5
33553,33553,12944,85,6
33554,33554,12945,46,1
33555,33555,12945,184,2
33556,33556,12945,127,3
33557,33557,12945,171,4
33558,33558,12945,127,5
33559,33559,12945,85,6
33560,33560,12946,46,1
33561,33561,12946,184,2
33562,33562,12946,127,3
33563,33563,12946,171,4
33564,33564,12946,127,5
33565,33565,12946,85,6
33566,33566,12947,46,1
33568,33568,12947,184,2
33567,33567,12947,127,3
33569,33569,12947,171,4
33570,33570,12947,127,5
33571,33571,12947,56,6
33573,33573,12948,46,1
33572,33572,12948,184,2
33574,33574,12948,127,3
33575,33575,12948,113,4
33576,33576,12948,127,5
33577,33577,12948,56,6
33578,33578,12949,46,1
33579,33579,12949,184,2
33580,33580,12949,127,3
33582,33582,12949,113,4
33581,33581,12949,127,5
33583,33583,12949,50,6
33585,33585,12950,46,1
33584,33584,12950,184,2
33586,33586,12950,127,3
33588,33588,12950,171,4
33587,33587,12950,127,5
33589,33589,12950,50,6
33590,33590,12951,46,1
33591,33591,12951,184,2
33592,33592,12951,127,3
33593,33593,12951,171,4
33594,33594,12951,127,5
33595,33595,12951,125,6
33596,33596,12952,46,1
33597,33597,12952,184,2
33598,33598,12952,127,3
33599,33599,12952,113,4
33600,33600,12952,127,5
33601,33601,12952,125,6
33602,33602,12953,46,1
33603,33603,12953,184,2
33604,33604,12953,127,3
33605,33605,12953,171,4
33606,33606,12953,127,5
33607,33607,12953,77,6
33608,33608,12954,46,1
33609,33609,12954,184,2
33610,33610,12954,127,3
33611,33611,12954,171,4
33612,33612,12954,127,5
33613,33613,12954,77,6
33617,33617,12955,46,1
33614,33614,12955,184,2
33615,33615,12955,127,3
33616,33616,12955,171,4
33618,33618,12955,127,5
33619,33619,12955,77,6
33622,33622,12956,46,1
33620,33620,12956,184,2
33621,33621,12956,127,3
33623,33623,12956,171,4
33624,33624,12956,127,5
33625,33625,12956,77,6
33626,33626,12957,46,1
33627,33627,12957,184,2
33628,33628,12957,127,3
33629,33629,12957,171,4
33630,33630,12957,127,5
33631,33631,12957,56,6
33633,33633,12958,46,1
33632,33632,12958,184,2
33635,33635,12958,127,3
33634,33634,12958,113,4
33636,33636,12958,127,5
33637,33637,12958,56,6
33638,33638,12959,46,1
33639,33639,12959,184,2
33640,33640,12959,127,3
33641,33641,12959,171,4
33642,33642,12959,127,5
33643,33643,12959,56,6
33644,33644,12960,46,1
33645,33645,12960,184,2
33647,33647,12960,127,3
33646,33646,12960,113,4
33648,33648,12960,127,5
33649,33649,12960,56,6
33650,33650,12961,46,1
33652,33652,12961,184,2
33651,33651,12961,127,3
33653,33653,12961,171,4
33654,33654,12961,127,5
33655,33655,12961,56,6
33656,33656,12962,46,1
33657,33657,12962,184,2
33658,33658,12962,127,3
33659,33659,12962,113,4
33660,33660,12962,127,5
33661,33661,12962,56,6
33662,33662,12963,46,1
33663,33663,12963,184,2
33664,33664,12963,127,3
33665,33665,12963,171,4
33666,33666,12963,127,5
33667,33667,12963,56,6
33668,33668,12964,46,1
33669,33669,12964,184,2
33670,33670,12964,127,3
33672,33672,12964,113,4
33671,33671,12964,127,5
33673,33673,12964,56,6
33674,33674,12965,46,1
33675,33675,12965,184,2
33676,33676,12965,127,3
33677,33677,12965,113,4
33678,33678,12965,127,5
33679,33679,12965,50,6
33680,33680,12966,46,1
33683,33683,12966,184,2
33681,33681,12966,127,3
33682,33682,12966,171,4
33684,33684,12966,127,5
33685,33685,12966,50,6
33687,33687,12967,46,1
33686,33686,12967,184,2
33688,33688,12967,127,3
33689,33689,12967,113,4
33690,33690,12967,127,5
33691,33691,12967,50,6
33692,33692,12968,46,1
33693,33693,12968,184,2
33694,33694,12968,127,3
33695,33695,12968,171,4
33696,33696,12968,127,5
33697,33697,12968,50,6
33698,33698,12969,46,1
33699,33699,12969,184,2
33700,33700,12969,127,3
33701,33701,12969,113,4
33702,33702,12969,127,5
33703,33703,12969,50,6
33704,33704,12970,46,1
33705,33705,12970,184,2
33706,33706,12970,127,3
33707,33707,12970,171,4
33708,33708,12970,127,5
33709,33709,12970,50,6
33710,33710,12971,46,1
33711,33711,12971,184,2
33712,33712,12971,127,3
33713,33713,12971,113,4
33714,33714,12971,127,5
33715,33715,12971,50,6
33716,33716,12972,46,1
33717,33717,12972,184,2
33719,33719,12972,127,3
33718,33718,12972,171,4
33720,33720,12972,127,5
33721,33721,12972,50,6
33722,33722,12973,46,1
33723,33723,12973,184,2
33724,33724,12973,127,3
33725,33725,12973,113,4
33726,33726,12973,127,5
33727,33727,12973,50,6
33728,33728,12974,46,1
33729,33729,12974,184,2
33730,33730,12974,127,3
33731,33731,12974,171,4
33732,33732,12974,127,5
33733,33733,12974,50,6
33734,33734,12975,46,1
33735,33735,12975,184,2
33736,33736,12975,127,3
33737,33737,12975,171,4
33738,33738,12975,127,5
33739,33739,12975,125,6
33740,33740,12976,46,1
33741,33741,12976,184,2
33742,33742,12976,127,3
33743,33743,12976,113,4
33744,33744,12976,127,5
33745,33745,12976,125,6
33746,33746,12977,46,1
33747,33747,12977,184,2
33748,33748,12977,127,3
33749,33749,12977,171,4
33750,33750,12977,127,5
33751,33751,12977,125,6
33752,33752,12978,46,1
